name,genre,all_reviews,tone
The Legend of Monster Mountain,"Action,Adventure,Indie,RPG","6 user reviews,- Need more user reviews to generate a score",NA
SmartBoy,"Casual,Indie,RPG,Strategy","6 user reviews,- Need more user reviews to generate a score",NA
Intelligence: Anime girls,"Casual,Indie","5 user reviews,- Need more user reviews to generate a score",NA
Masked Forces 3,"Action,Indie","Mixed,(34),- 55% of the 34 user reviews for this game are positive.",Mixed
Mahjong Pretty Manga Girls,"Casual,Free to Play,Indie","Mixed,(22),- 50% of the 22 user reviews for this game are positive.",Mixed
Envoy of Nezphere,"Action,Free to Play,Indie","Mixed,(19),- 47% of the 19 user reviews for this game are positive.",Mixed
War.io : Survival Battle Royale,"Action,Casual,Indie","8 user reviews,- Need more user reviews to generate a score",NA
Fort,"Action,Casual,Indie,Simulation","2 user reviews,- Need more user reviews to generate a score",NA
Tale of Palmi,"Action,Adventure","2 user reviews,- Need more user reviews to generate a score",NA
YOU - The Untold Stories,"Action,Adventure,Indie","2 user reviews,- Need more user reviews to generate a score",NA
VR Jogger,"Casual,Simulation,Sports","Mixed,(14),- 57% of the 14 user reviews for this game are positive.",Mixed
HotHead,"Action,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Flameruby,"Action,Free to Play,Indie","5 user reviews,- Need more user reviews to generate a score",NA
Sim Racing Telemetry - MotoGP 18,Utilities,"2 user reviews,- Need more user reviews to generate a score",NA
Outback Survival,"Action,Indie,Early Access","Mixed,(15),- 60% of the 15 user reviews for this game are positive.",Mixed
Boom! Maze,"Casual,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Bright Bob,"Casual,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Galactic Battles,"Action,Adventure,Indie","Mixed,(26),- 69% of the 26 user reviews for this game are positive.",Mixed
Little Marisa's Disaster Journey,"Adventure,Indie","Mixed,(22),- 63% of the 22 user reviews for this game are positive.",Mixed
Eon Fleet,"Adventure,Casual,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Poker Simulator,"Indie,Simulation,Sports,Strategy","5 user reviews,- Need more user reviews to generate a score",NA
AutoTileSet,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,Racing,RPG,Simulation,Sports,Strategy","3 user reviews,- Need more user reviews to generate a score",NA
Fallen Enchantress: Legendary Heroes - The Dead World DLC,"Indie,RPG,Strategy","8 user reviews,- Need more user reviews to generate a score",NA
Space Rocket,"Casual,Indie","Mixed,(20),- 65% of the 20 user reviews for this game are positive.",Mixed
Rise of the Pirates,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG,Early Access","Mixed,(43),- 62% of the 43 user reviews for this game are positive.",Mixed
Songbringer - The Trial of Ren,"Action,Adventure,Indie,RPG","2 user reviews,- Need more user reviews to generate a score",NA
Blinding Dark,"Action,Adventure","Mixed,(22),- 40% of the 22 user reviews for this game are positive.",Mixed
Commanager Tycoon,"Casual,Indie,Simulation,Strategy","Mixed,(22),- 68% of the 22 user reviews for this game are positive.",Mixed
Winions: Mana Champions,"Action,Free to Play,Strategy","Mixed,(80),- 50% of the 80 user reviews for this game are positive.",Mixed
Lost in the Dungeon,"Adventure,Casual,Indie,RPG,Strategy","Mixed,(41),- 60% of the 41 user reviews for this game are positive.",Mixed
Apocalypse zombie Race,"Action,Racing","Mixed,(10),- 40% of the 10 user reviews for this game are positive.",Mixed
Favor Chess,Strategy,"Mixed,(12),- 66% of the 12 user reviews for this game are positive.",Mixed
Monster RPG 3,"Indie,RPG","2 user reviews,- Need more user reviews to generate a score",NA
Battle Simulator,"Action,Casual,Indie,Simulation,Strategy","Mixed,(99),- 58% of the 99 user reviews for this game are positive.",Mixed
DeepWeb,"Action,Indie","Mixed,(12),- 66% of the 12 user reviews for this game are positive.",Mixed
Urbance Clans Card Battle!,"Indie,Strategy","5 user reviews,- Need more user reviews to generate a score",NA
Dr. Pills,"Casual,Indie","Mixed,(17),- 64% of the 17 user reviews for this game are positive.",Mixed
Bitcoin,"Casual,Indie,Simulation","Mixed,(51),- 43% of the 51 user reviews for this game are positive.",Mixed
Gallows,"Action,Adventure,Casual,Indie,Early Access","5 user reviews,- Need more user reviews to generate a score",NA
Small Sister,"Casual,Indie,Strategy","Mixed,(23),- 47% of the 23 user reviews for this game are positive.",Mixed
Warforged,"Indie,RPG,Strategy,Early Access","5 user reviews,- Need more user reviews to generate a score",NA
Running Girl,"Action,Indie","7 user reviews,- Need more user reviews to generate a score",NA
Martians Vs Robots,"Action,Casual,Indie,Strategy,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Arbiter,"Action,Indie,Early Access","5 user reviews,- Need more user reviews to generate a score",NA
BRG's The Stonecutter,"Adventure,Casual","2 user reviews,- Need more user reviews to generate a score",NA
Warhammer Chaosbane - Gold Boost,"Action,Adventure,RPG","2 user reviews,- Need more user reviews to generate a score",NA
Star Conflict: Ellidium Destroyer Starter pack,"Action,Free to Play,Massively Multiplayer,Simulation","6 user reviews,- Need more user reviews to generate a score",NA
Dots Pop : Sexy Hentai Girls,"Casual,Indie","Mixed,(16),- 68% of the 16 user reviews for this game are positive.",Mixed
The Monster,"Adventure,Casual,Indie,RPG","Mixed,(23),- 69% of the 23 user reviews for this game are positive.",Mixed
Valor Time,"Action,Free to Play,Massively Multiplayer,RPG","Mixed,(104),- 45% of the 104 user reviews for this game are positive.",Mixed
Inevitable VR,"Action,Adventure,Free to Play,Simulation","5 user reviews,- Need more user reviews to generate a score",NA
"Warhammer 40,000: Inquisitor - Martyr - City of Suffering","Action,Adventure,Indie,RPG","8 user reviews,- Need more user reviews to generate a score",NA
The Music of Dreadnought OST,"Action,Free to Play,Massively Multiplayer","4 user reviews,- Need more user reviews to generate a score",NA
Minitime,"Casual,Indie","6 user reviews,- Need more user reviews to generate a score",NA
The Hero Project: Open Season,"Adventure,Indie,RPG","Mixed,(17),- 41% of the 17 user reviews for this game are positive.",Mixed
Never Split the Party: Fellowship Unlock,"Action,Adventure,Free to Play,Indie,RPG,Simulation","9 user reviews,- Need more user reviews to generate a score",NA
Alicia Quatermain 3: The Mystery of the Flaming Gold,"Adventure,Strategy","3 user reviews,- Need more user reviews to generate a score",NA
StackFortress,"Simulation,Strategy,Early Access","Mixed,(12),- 58% of the 12 user reviews for this game are positive.",Mixed
Train Simulator: Rhine Valley: Freiburg - Basel Route Add-On,Simulation,"Mixed,(11),- 63% of the 11 user reviews for this game are positive.",Mixed
The Seven Districts of Sin: The Tail Makes the Fox - Episode 1,"Casual,Simulation","3 user reviews,- Need more user reviews to generate a score",NA
Pure Football 2018,"Simulation,Sports,Early Access","Mixed,(15),- 66% of the 15 user reviews for this game are positive.",Mixed
Deplau,"Action,Indie,Early Access","3 user reviews,- Need more user reviews to generate a score",NA
Block'hood VR,"Indie,Simulation,Strategy","6 user reviews,- Need more user reviews to generate a score",NA
Space Galaxy - Graphics Pack,Design & Illustration,"6 user reviews,- Need more user reviews to generate a score",NA
DW8XLCE - OLD COSTUME PACK 1,Action,"5 user reviews,- Need more user reviews to generate a score",NA
The Curse of the Werewolves,Casual,"Mixed,(16),- 68% of the 16 user reviews for this game are positive.",Mixed
A City Sleeps™,"Action,Indie","Mixed,(28),- 64% of the 28 user reviews for this game are positive.",Mixed
Appointment With FEAR,"Adventure,Indie","Mixed,(48),- 60% of the 48 user reviews for this game are positive.",Mixed
AX:EL - Air XenoDawn,"Action,Indie,Simulation","Mostly Positive,(975),- 77% of the 975 user reviews for this game are positive.",Mostly Positive
Meadowland,"Indie,Simulation","Mixed,(32),- 62% of the 32 user reviews for this game are positive.",Mixed
Space Salvager Demo,"Adventure,Indie,RPG","8 user reviews,- Need more user reviews to generate a score",NA
Pirate Hell,"Action,Adventure","Mixed,(11),- 45% of the 11 user reviews for this game are positive.",Mixed
1849: Nevada Silver,"Indie,Simulation,Strategy","8 user reviews,- Need more user reviews to generate a score",NA
Stained Demo,"Action,Adventure,Casual,Indie","Mixed,(17),- 47% of the 17 user reviews for this game are positive.",Mixed
Escape Dead Island: Underwater Labs,Adventure,"Mixed,(10),- 50% of the 10 user reviews for this game are positive.",Mixed
"Warlock 2: The Good, the Bad, & the Muddy",Strategy,"3 user reviews,- Need more user reviews to generate a score",NA
Fabula Mortis,"Action,Indie","Mixed,(35),- 48% of the 35 user reviews for this game are positive.",Mixed
Season Match 2,"Adventure,Casual","Mixed,(64),- 53% of the 64 user reviews for this game are positive.",Mixed
Warlock 2: The Thrilling Trio,Strategy,"2 user reviews,- Need more user reviews to generate a score",NA
Always Sometimes Monsters Demo,"Indie,RPG","Mixed,(40),- 67% of the 40 user reviews for this game are positive.",Mixed
Congo,"Action,Casual,Indie","Mixed,(82),- 56% of the 82 user reviews for this game are positive.",Mixed
Trainz Simulator DLC: CONTZ Pack - Standard Edition,Simulation,"2 user reviews,- Need more user reviews to generate a score",NA
S.K.I.L.L. - Special Force 2 - Infantry Pack,"Action,Adventure,Free to Play,Sports,Strategy","Mixed,(13),- 61% of the 13 user reviews for this game are positive.",Mixed
Lords of the Fallen - Lion Heart Pack,"Action,RPG","Mixed,(24),- 45% of the 24 user reviews for this game are positive.",Mixed
Lords of the Fallen - The Arcane Boost,"Action,RPG","Mixed,(16),- 56% of the 16 user reviews for this game are positive.",Mixed
Lords of the Fallen - Demonic Weapon Pack,"Action,RPG","Mixed,(36),- 44% of the 36 user reviews for this game are positive.",Mixed
The Waste Land,"Action,Adventure,Indie","Mixed,(78),- 48% of the 78 user reviews for this game are positive.",Mixed
The Armclaw Experiment,"Adventure,Casual,Indie","5 user reviews,- Need more user reviews to generate a score",NA
Rhombus Legends,"Free to Play,Indie,Strategy","Mixed,(36),- 61% of the 36 user reviews for this game are positive.",Mixed
Bullet Hell ADVANCED,"Action,Indie,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Infected Battlegrounds,"Action,Indie,Early Access","Mixed,(31),- 54% of the 31 user reviews for this game are positive.",Mixed
Nobunaga's Ambition: Taishi -「信長の野望の日」記念コンテンツ（2018）/Memorial Contents 2018,Simulation,"3 user reviews,- Need more user reviews to generate a score",NA
Yuso,"Casual,Indie,Strategy","3 user reviews,- Need more user reviews to generate a score",NA
Bunny Hop,"Action,Adventure,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Bitcoin VS Brain,"Casual,Indie","5 user reviews,- Need more user reviews to generate a score",NA
搜索·迷城掠影/The phantom of the city,"Adventure,Casual,Indie,Simulation","9 user reviews,- Need more user reviews to generate a score",NA
Digital Runner,"Casual,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Quickshot,"Action,Casual,Indie,Sports","3 user reviews,- Need more user reviews to generate a score",NA
Global Soccer Manager 2018,"Casual,Indie,Simulation,Sports,Strategy","9 user reviews,- Need more user reviews to generate a score",NA
Mafia Gambling,"Casual,Simulation","5 user reviews,- Need more user reviews to generate a score",NA
The Villa: Allison's Diary,"Adventure,Indie,Simulation","6 user reviews,- Need more user reviews to generate a score",NA
Duder,"Adventure,Indie","Mixed,(15),- 46% of the 15 user reviews for this game are positive.",Mixed
Larkin building by Frank Lloyd Wright,"Casual,Free to Play,Simulation","Mixed,(10),- 50% of the 10 user reviews for this game are positive.",Mixed
Clash of Castle,"Action,Casual,Indie,Strategy,Early Access","Mixed,(22),- 45% of the 22 user reviews for this game are positive.",Mixed
OutOfColors,"Indie,Racing,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Twisted Sails,"Action,Casual,Free to Play,Indie","Mixed,(11),- 63% of the 11 user reviews for this game are positive.",Mixed
2018 Edition Add-on - Power & Revolution DLC,"Simulation,Strategy","Mixed,(40),- 67% of the 40 user reviews for this game are positive.",Mixed
Sentris,"Indie,Simulation","Mixed,(22),- 63% of the 22 user reviews for this game are positive.",Mixed
Rush for Glory,"Action,Strategy","Mixed,(18),- 61% of the 18 user reviews for this game are positive.",Mixed
Ether One: Deluxe Edition Upgrade,"Adventure,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Heileen 1: Sail Away,"Adventure,Casual,Indie","Mixed,(38),- 50% of the 38 user reviews for this game are positive.",Mixed
Altitude0: Lower & Faster,"Action,Indie,Racing,Simulation,Sports,Early Access","Mixed,(61),- 68% of the 61 user reviews for this game are positive.",Mixed
Wildlife Park 2 - Fantasy,"Casual,Indie,Simulation,Strategy","Mixed,(71),- 47% of the 71 user reviews for this game are positive.",Mixed
Cricket Captain 2014,Sports,"Mixed,(32),- 56% of the 32 user reviews for this game are positive.",Mixed
Wildlife Park 2 - Dino World,"Casual,Indie,Simulation,Strategy","Mixed,(59),- 57% of the 59 user reviews for this game are positive.",Mixed
Wildlife Park 2 - Marine World,"Casual,Indie,Simulation,Strategy","Mixed,(29),- 68% of the 29 user reviews for this game are positive.",Mixed
TesserAct,Indie,"8 user reviews,- Need more user reviews to generate a score",NA
El Adventurer Pack 2.0,"Action,Adventure,Casual,Free to Play,RPG","3 user reviews,- Need more user reviews to generate a score",NA
Unrest Demo,"Adventure,Indie,RPG","3 user reviews,- Need more user reviews to generate a score",NA
Heroes Rise: The Hero Project - Perfect Legend Guide,"Indie,RPG","3 user reviews,- Need more user reviews to generate a score",NA
Sid Meier's Civilization: Beyond Earth Exoplanets Map Pack,Strategy,"Mixed,(73),- 50% of the 73 user reviews for this game are positive.",Mixed
Qasir al-Wasat: International Edition,"Action,Adventure,Indie","Mixed,(23),- 69% of the 23 user reviews for this game are positive.",Mixed
Hero Generations,"Indie,RPG,Simulation,Strategy","Mixed,(148),- 48% of the 148 user reviews for this game are positive.",Mixed
Call of Duty®: Ghosts - Astronaut Special Character,Action,"8 user reviews,- Need more user reviews to generate a score",NA
Call of Duty®: Ghosts - Spectrum Pack,Action,"3 user reviews,- Need more user reviews to generate a score",NA
BR Blue Class 20 Add-On Livery,Simulation,"3 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 – Jimi Hendrix - “Little Wing”,"Casual,Simulation","2 user reviews,- Need more user reviews to generate a score",NA
Rocksmith® 2014 – Linkin Park - “In The End”,"Casual,Simulation","5 user reviews,- Need more user reviews to generate a score",NA
School Grounds,"Casual,Free to Play,Indie","Mixed,(42),- 50% of the 42 user reviews for this game are positive.",Mixed
Great Hero's Beard Soundtrack,"Adventure,Casual,Indie,RPG","3 user reviews,- Need more user reviews to generate a score",NA
Vein Hotel,"Adventure,Indie","6 user reviews,- Need more user reviews to generate a score",NA
Beat,"Action,Free to Play,Early Access","Mixed,(25),- 56% of the 25 user reviews for this game are positive.",Mixed
The Entity,"Action,Casual,Indie,Strategy","Mixed,(12),- 41% of the 12 user reviews for this game are positive.",Mixed
Heroes Of The Offworld Arena,Action,"2 user reviews,- Need more user reviews to generate a score",NA
A five-day tour in the morgue,"Adventure,Indie,Simulation","4 user reviews,- Need more user reviews to generate a score",NA
Freedom March: Rebel Leader,"Casual,Indie","7 user reviews,- Need more user reviews to generate a score",NA
3x3 mini-Shogi,Casual,"3 user reviews,- Need more user reviews to generate a score",NA
Leaf,"Action,Adventure,Casual,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Snowball Rush,"Action,Adventure,Casual,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Graviteam Tactics: Zhalanashkol 1969,Strategy,"2 user reviews,- Need more user reviews to generate a score",NA
Alpha Zylon,Action,"Mixed,(95),- 64% of the 95 user reviews for this game are positive.",Mixed
The Abbey,Adventure,"Mixed,(47),- 61% of the 47 user reviews for this game are positive.",Mixed
Bounders and Cads,"Casual,Indie,Strategy","7 user reviews,- Need more user reviews to generate a score",NA
Red Johnson's Chronicles - 1+2 - Steam Special Edition,"Action,Adventure","Mixed,(11),- 45% of the 11 user reviews for this game are positive.",Mixed
Data Hacker: Initiation,"Adventure,Indie,RPG,Simulation","Mixed,(65),- 69% of the 65 user reviews for this game are positive.",Mixed
Trials Fusion - Riders of the Rustlands,Racing,"2 user reviews,- Need more user reviews to generate a score",NA
Pixel Hunter,"Action,Adventure","Mixed,(108),- 49% of the 108 user reviews for this game are positive.",Mixed
Zoo Rampage,"Action,Casual,Indie","Mixed,(54),- 64% of the 54 user reviews for this game are positive.",Mixed
Power-Up,"Action,Indie","Mixed,(23),- 65% of the 23 user reviews for this game are positive.",Mixed
Black Ice Demo,"Action,Indie,RPG","Mostly Positive,(19),- 78% of the 19 user reviews for this game are positive.",Mostly Positive
Hell,Strategy,"Mixed,(24),- 45% of the 24 user reviews for this game are positive.",Mixed
Legions of Steel,Strategy,"Mixed,(21),- 61% of the 21 user reviews for this game are positive.",Mixed
Tales of Adventure 2,"Action,Adventure,Indie,RPG","4 user reviews,- Need more user reviews to generate a score",NA
Sovereignty: Crown of Kings,"Simulation,Strategy","Mixed,(237),- 50% of the 237 user reviews for this game are positive.",Mixed
The Fifth Day,"Action,Adventure,Indie,Early Access","Mixed,(818),- 44% of the 818 user reviews for this game are positive.",Mixed
CO-OP : Decrypted,"Adventure,Indie","Mixed,(23),- 52% of the 23 user reviews for this game are positive.",Mixed
Top Hat,"Action,Adventure,Indie","Mixed,(22),- 63% of the 22 user reviews for this game are positive.",Mixed
Stonerid,"Action,Indie","Mixed,(133),- 67% of the 133 user reviews for this game are positive.",Mixed
Spud's Quest,"Action,Adventure,Indie","Mixed,(15),- 66% of the 15 user reviews for this game are positive.",Mixed
Amazing Princess Sarah,"Action,Casual,Indie","Mixed,(168),- 66% of the 168 user reviews for this game are positive.",Mixed
Taxi,"Indie,Simulation","Mixed,(201),- 52% of the 201 user reviews for this game are positive.",Mixed
Bliss,"Adventure,Indie","Mixed,(14),- 50% of the 14 user reviews for this game are positive.",Mixed
The Crew™ Vintage Car Pack,"Action,Massively Multiplayer,Racing","Mixed,(11),- 54% of the 11 user reviews for this game are positive.",Mixed
The Battle of Sol,"Action,Indie,Simulation","Mixed,(59),- 62% of the 59 user reviews for this game are positive.",Mixed
Pool Nation - Ramp Pack,"Casual,Indie,Simulation,Sports,Strategy","2 user reviews,- Need more user reviews to generate a score",NA
Pulstar,"Action,Indie","Mixed,(53),- 67% of the 53 user reviews for this game are positive.",Mixed
A Wizard's Lizard,"Action,Indie,RPG","Mixed,(232),- 67% of the 232 user reviews for this game are positive.",Mixed
Gunjitsu,"Action,Indie,Early Access","5 user reviews,- Need more user reviews to generate a score",NA
Panzer Corps Grand Campaign '42,Strategy,"3 user reviews,- Need more user reviews to generate a score",NA
3D ParticleGen Visual FX,"Photo Editing,Utilities,Video Production","Mixed,(29),- 55% of the 29 user reviews for this software are positive.",Mixed
Infinity Runner,"Action,Indie","Mixed,(73),- 67% of the 73 user reviews for this game are positive.",Mixed
Rage Runner,"Action,Casual,Indie,Racing,Simulation","Mixed,(12),- 50% of the 12 user reviews for this game are positive.",Mixed
Devil's Dare 悪魔の挑戦,"Action,Adventure,Casual,Indie","Mixed,(73),- 65% of the 73 user reviews for this game are positive.",Mixed
Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,Adventure,"Mixed,(35),- 54% of the 35 user reviews for this game are positive.",Mixed
Abalone,"Casual,Strategy","Mixed,(26),- 57% of the 26 user reviews for this game are positive.",Mixed
GRID Autosport - Premium Garage Pack,"Racing,Sports","6 user reviews,- Need more user reviews to generate a score",NA
GRID Autosport - Boost Pack,"Racing,Sports","Mixed,(10),- 50% of the 10 user reviews for this game are positive.",Mixed
GRID Autosport - Black Edition Pack,"Racing,Sports","Mixed,(16),- 68% of the 16 user reviews for this game are positive.",Mixed
RPG Maker VX Ace - The Simple Life Music Pack,"Design & Illustration,Web Publishing","5 user reviews,- Need more user reviews to generate a score",NA
Indie Graphics Bundle - Royalty Free Sprites,Design & Illustration,"Mixed,(17),- 41% of the 17 user reviews for this software are positive.",Mixed
Kingdom Elemental,"Indie,Strategy","5 user reviews,- Need more user reviews to generate a score",NA
Battleplan: American Civil War,"Casual,Simulation,Strategy","Mixed,(60),- 58% of the 60 user reviews for this game are positive.",Mixed
Project Root,"Action,Indie","Mixed,(55),- 49% of the 55 user reviews for this game are positive.",Mixed
Purgatory: War of the Damned,"Action,RPG,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Farm Machines Championships 2014,"Racing,Simulation","Mixed,(81),- 40% of the 81 user reviews for this game are positive.",Mixed
Magicka: Dungeons and Gargoyles,"Action,RPG","Mixed,(32),- 50% of the 32 user reviews for this game are positive.",Mixed
Earth 2150 Trilogy - Soundtrack,Strategy,"2 user reviews,- Need more user reviews to generate a score",NA
The Energy Lab,"Adventure,Indie","Mixed,(25),- 64% of the 25 user reviews for this game are positive.",Mixed
Gopnik Simulator,"Casual,Indie,Simulation","Mixed,(28),- 50% of the 28 user reviews for this game are positive.",Mixed
The Earth Dies Screaming,"Action,Indie,Simulation,Strategy","2 user reviews,- Need more user reviews to generate a score",NA
Just Fishing: Westfall Pack,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports","2 user reviews,- Need more user reviews to generate a score",NA
Gal*Gun 2 - Bubble Bath Bikini,"Action,Adventure,Indie,Simulation","2 user reviews,- Need more user reviews to generate a score",NA
EXAELLA,"Action,Adventure,Indie","Mixed,(14),- 50% of the 14 user reviews for this game are positive.",Mixed
Fesnia,"Casual,Indie","Mixed,(12),- 50% of the 12 user reviews for this game are positive.",Mixed
Omae Wa Mou Shindeiru,"Casual,Indie","Mixed,(13),- 61% of the 13 user reviews for this game are positive.",Mixed
Director of Football,"Simulation,Sports","6 user reviews,- Need more user reviews to generate a score",NA
Final Battle Guide & Wallpapers,"Adventure,Casual,Indie,RPG,Strategy","5 user reviews,- Need more user reviews to generate a score",NA
Underground Bone Marrow,"Action,Adventure,Indie","Mixed,(19),- 68% of the 19 user reviews for this game are positive.",Mixed
Highway Junkie,"Racing,Early Access","3 user reviews,- Need more user reviews to generate a score",NA
Sea of memories,"Adventure,Casual,Indie,Simulation","3 user reviews,- Need more user reviews to generate a score",NA
Space Force,"Casual,Indie,Racing","5 user reviews,- Need more user reviews to generate a score",NA
kicker,"Casual,Sports","3 user reviews,- Need more user reviews to generate a score",NA
Merchant - Frozen Tome,"RPG,Simulation","3 user reviews,- Need more user reviews to generate a score",NA
Gamer Sensei's Range Royale,"Action,Early Access","6 user reviews,- Need more user reviews to generate a score",NA
Muerte's Arena,"Action,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Black Roses,"Action,Adventure,Casual,Indie,RPG","3 user reviews,- Need more user reviews to generate a score",NA
Cube - The Jumper,"Adventure,Casual,Indie","6 user reviews,- Need more user reviews to generate a score",NA
Virtual Foosball,"Action,Casual,Indie,Simulation,Sports","2 user reviews,- Need more user reviews to generate a score",NA
Disc Golf VR,"Casual,Free to Play,Indie,Simulation,Sports,Early Access","6 user reviews,- Need more user reviews to generate a score",NA
Fitness Simulator,"Action,Simulation","2 user reviews,- Need more user reviews to generate a score",NA
Pi is Everything,"Casual,Indie","4 user reviews,- Need more user reviews to generate a score",NA
Stickman.io,"Action,Indie","9 user reviews,- Need more user reviews to generate a score",NA
Achievement Lurker: You are going to have to work hard for these nuts,RPG,"Mixed,(12),- 58% of the 12 user reviews for this game are positive.",Mixed
Crazzers,Simulation,"2 user reviews,- Need more user reviews to generate a score",NA
The Balcony,"Action,Casual,Indie,Simulation,Strategy","6 user reviews,- Need more user reviews to generate a score",NA
Close the Window!,Casual,"4 user reviews,- Need more user reviews to generate a score",NA
Score a goal 2 (Physical football),"Casual,Indie,Sports","Mixed,(13),- 53% of the 13 user reviews for this game are positive.",Mixed
VR_PlayRoom,"Action,Casual,Simulation,Sports","4 user reviews,- Need more user reviews to generate a score",NA
Theatre of War 2: Africa 1943,"Simulation,Strategy","Mixed,(106),- 66% of the 106 user reviews for this game are positive.",Mixed
Coniclysm,Action,"Mixed,(15),- 53% of the 15 user reviews for this game are positive.",Mixed
Big Brain Wolf,"Adventure,Casual,Strategy","Mixed,(71),- 53% of the 71 user reviews for this game are positive.",Mixed
The Great Art Race,"Simulation,Strategy","Mixed,(84),- 61% of the 84 user reviews for this game are positive.",Mixed
9th Company: Roots Of Terror,Strategy,"Mixed,(122),- 57% of the 122 user reviews for this game are positive.",Mixed
Strong Bad's Cool Game for Attractive People: Episode 4,Adventure,"7 user reviews,- Need more user reviews to generate a score",NA
Strong Bad's Cool Game for Attractive People: Episode 3,Adventure,"9 user reviews,- Need more user reviews to generate a score",NA
Strong Bad's Cool Game for Attractive People: Episode 2,Adventure,"9 user reviews,- Need more user reviews to generate a score",NA
Booster Trooper,"Action,Indie","Mixed,(140),- 52% of the 140 user reviews for this game are positive.",Mixed
Ironclads: High Seas,Strategy,"Mixed,(24),- 41% of the 24 user reviews for this game are positive.",Mixed
TriJinx: A Kristine Kross Mystery™,Casual,"3 user reviews,- Need more user reviews to generate a score",NA
Train Simulator: Glasgow Airport Rail Link Route Add-On,Simulation,"Mixed,(32),- 40% of the 32 user reviews for this game are positive.",Mixed
The Nightshift Code™,Casual,"5 user reviews,- Need more user reviews to generate a score",NA
M.U.D. TV,"Simulation,Strategy","Mixed,(118),- 40% of the 118 user reviews for this game are positive.",Mixed
Hearts of Iron III: Soviet Music Pack DLC,Strategy,"7 user reviews,- Need more user reviews to generate a score",NA
Hearts of Iron III: Japanese Infantry Pack DLC,Strategy,"8 user reviews,- Need more user reviews to generate a score",NA
For The Glory: A Europa Universalis Game,Strategy,"Mixed,(66),- 69% of the 66 user reviews for this game are positive.",Mixed
Foreign Legion: Buckets of Blood,"Action,Indie","Mixed,(219),- 65% of the 219 user reviews for this game are positive.",Mixed
Hearts of Iron III: Soviet Infantry Pack DLC,Strategy,"4 user reviews,- Need more user reviews to generate a score",NA
Nancy Drew®: Ransom of the Seven Ships Demo,Adventure,"3 user reviews,- Need more user reviews to generate a score",NA
NightKnight,"Action,Adventure,Casual,Indie,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
DinerTown Tycoon,Simulation,"Mixed,(13),- 61% of the 13 user reviews for this game are positive.",Mixed
Sky Ball,"Casual,Indie,Strategy","5 user reviews,- Need more user reviews to generate a score",NA
COMPLEX a VR Puzzle Game,"Casual,Indie,Simulation,Strategy","2 user reviews,- Need more user reviews to generate a score",NA
Mind Portal,"Adventure,Casual,Indie","5 user reviews,- Need more user reviews to generate a score",NA
For Rent: Haunted House,"Adventure,Indie,RPG","4 user reviews,- Need more user reviews to generate a score",NA
The Treasure Seekers of Lady Luck,"Adventure,Indie,RPG","3 user reviews,- Need more user reviews to generate a score",NA
The Quest for the BIG KEY,"Action,Adventure,Casual,Indie","9 user reviews,- Need more user reviews to generate a score",NA
INVISIBLE,"Action,Indie","Mixed,(16),- 50% of the 16 user reviews for this game are positive.",Mixed
Animals Memory: Insect,"Casual,Indie","Mixed,(16),- 68% of the 16 user reviews for this game are positive.",Mixed
Please close the doors,Indie,"Mixed,(11),- 54% of the 11 user reviews for this game are positive.",Mixed
Clicker: Mining Simulator,"Casual,Indie,Simulation","Mixed,(66),- 43% of the 66 user reviews for this game are positive.",Mixed
Sit on bottle,"Indie,Simulation","Mixed,(11),- 63% of the 11 user reviews for this game are positive.",Mixed
Maze Walker,"Adventure,Casual,Indie,Strategy","7 user reviews,- Need more user reviews to generate a score",NA
Flying Bacon:Ukrainian Air Force,"Casual,Indie,Simulation","6 user reviews,- Need more user reviews to generate a score",NA
Thirsty Bubble,"Adventure,Casual,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Forgotten Places: Regained Castle,"Adventure,Casual,Indie","Mixed,(26),- 65% of the 26 user reviews for this game are positive.",Mixed
Parkland,"Action,Adventure,Casual,Indie,Strategy","4 user reviews,- Need more user reviews to generate a score",NA
Alice in Wonderland - Hidden Objects,"Adventure,Casual","Mixed,(10),- 50% of the 10 user reviews for this game are positive.",Mixed
Hotel Spring,"Adventure,Indie","2 user reviews,- Need more user reviews to generate a score",NA
